time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45270920,-1014,-41,54,-12040,28770,-4970,133,-279,1144,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270940,-1012,-48,39,-44870,14910,-1260,117,-273,1144,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270960,-1012,-53,24,-53060,3220,4830,99,-241,1144,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45270980,-1012,-52,17,-27650,4830,5740,96,-214,1147,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271000,-1013,-46,21,840,15540,1120,90,-219,1141,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271010,-1013,-46,22,-2800,17780,280,64,-213,1150,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271030,-1014,-48,-5,-1680,980,1820,73,-217,1143,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271050,-1012,-48,11,280,4550,1470,73,-213,1153,998.67,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271070,-1012,-47,11,280,10220,1120,64,-226,1149,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271090,-1012,-47,2,210,9870,1120,51,-223,1155,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271110,-1014,-47,-9,350,1890,1610,57,-216,1153,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271130,-1012,-47,-4,350,2030,1400,46,-214,1146,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271150,-1012,-46,-2,770,10850,770,37,-214,1152,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271160,-1012,-45,-14,-4690,12180,-3010,34,-208,1147,998.76,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271180,-1010,-54,-25,-22470,490,3010,30,-205,1150,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271200,-1012,-45,-25,-9240,-3640,1400,34,-202,1159,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271220,-1011,-45,-13,630,4340,910,27,-196,1147,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271240,-1013,-38,-15,-3010,13370,-7000,25,-198,1158,998.72,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271260,-1009,-53,-11,-29120,8610,-8470,16,-184,1158,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271280,-1010,-61,-69,-17850,-4060,210,4,-168,1165,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271300,-1010,-53,-32,2660,-3010,1120,3,-175,1159,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271320,-1010,-52,-27,770,6020,840,3,-169,1155,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271330,-1009,-53,-34,-140,13230,1190,-10,-177,1152,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271350,-1011,-53,-57,-2590,-1750,3360,-21,-169,1159,998.71,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271370,-1008,-57,-45,-7490,-4130,10570,-6,-174,1159,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271390,-1010,-45,-42,560,3010,4970,-7,-165,1159,998.73,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271410,-1011,-42,-39,4830,13510,140,-16,-163,1153,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271430,-1011,-41,-45,-14910,12740,-4690,-28,-159,1161,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271450,-1008,-52,-61,-36890,-980,560,-30,-154,1153,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271470,-1008,-53,-72,-22190,-7350,2940,-28,-135,1159,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271490,-1008,-49,-65,9030,-1330,2030,-31,-133,1171,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271500,-1009,-46,-59,21630,3990,-1120,-34,-147,1159,998.69,20.7,71.4,,,,,,,,        ,        ,        ,665,
45271520,-1008,-49,-63,18830,700,-560,-33,-156,1162,998.77,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271540,-1007,-56,-67,4060,-12320,7840,-28,-159,1162,998.77,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271560,-1010,-40,-61,1750,-14910,4130,-22,-156,1162,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271580,-1008,-47,-53,1540,-4340,1400,-22,-165,1158,998.70,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271600,-1010,-42,-54,13580,5040,-2870,-19,-163,1153,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271620,-1008,-51,-59,9590,5320,-5670,-34,-175,1153,998.64,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271640,-1007,-55,-67,-3290,-2030,350,-31,-175,1156,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271660,-1007,-54,-60,-6790,-8260,3290,-34,-162,1164,998.68,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271670,-1010,-49,-58,-770,-3780,3920,-33,-175,1162,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271690,-1009,-46,-58,4410,910,490,-39,-171,1159,998.65,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271710,-1008,-53,-60,5180,5040,-2730,-40,-175,1150,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271730,-1008,-54,-71,-910,2310,1960,-39,-165,1165,998.66,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271750,-1008,-53,-67,-350,-6650,2660,-46,-168,1153,998.75,20.7,71.4,,,,,,,,        ,        ,        ,1,
45271770,-1009,-50,-63,4970,-2240,1470,-33,-175,1156,998.75,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271790,-1006,-54,-62,-630,560,2310,-40,-169,1165,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271810,-1007,-52,-66,2730,4060,2170,-42,-174,1164,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271820,-1009,-50,-67,-140,5390,420,-45,-165,1159,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271840,-1007,-53,-79,-7000,-3780,2590,-51,-172,1149,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271860,-1006,-54,-71,-10710,-4900,6510,-48,-159,1159,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271880,-1008,-46,-73,70,70,2170,-52,-163,1158,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271900,-1007,-49,-73,7700,4270,1610,-57,-168,1156,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271920,-1007,-50,-76,8680,4130,2520,-51,-171,1153,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271940,-1006,-51,-82,1680,-3150,5740,-58,-177,1168,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271960,-1006,-41,-81,1890,-4900,2870,-52,-174,1152,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45271980,-1007,-50,-72,910,1750,1050,-66,-172,1159,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272000,-1008,-45,-82,7770,3850,-1960,-61,-174,1153,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272010,-1006,-51,-86,5110,2100,1470,-70,-183,1155,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272030,-1005,-52,-86,-9380,-5110,6020,-57,-180,1150,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272050,-1007,-44,-86,-420,-4830,2030,-69,-166,1150,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272070,-1006,-47,-86,420,-1330,1540,-72,-175,1144,998.76,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272090,-1005,-47,-86,490,280,1400,-66,-183,1153,998.76,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272110,-1006,-48,-93,490,-1190,1540,-66,-177,1143,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272130,-1006,-46,-88,700,-6440,1610,-69,-180,1159,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272150,-1005,-47,-85,560,-3010,1400,-75,-171,1155,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272160,-1006,-47,-89,420,-2310,1540,-81,-178,1146,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272180,-1005,-47,-87,560,-3850,1610,-75,-186,1152,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272200,-1006,-46,-89,630,-3430,1610,-67,-175,1156,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272220,-1005,-47,-88,700,-4830,1400,-75,-184,1158,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272240,-1005,-47,-87,-1190,-4690,840,-75,-169,1156,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272260,-1006,-42,-78,-17010,-1260,-2450,-67,-178,1152,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272280,-1005,-49,-84,-30240,-2030,140,-79,-159,1156,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272300,-1006,-51,-105,770,-6580,1680,-67,-150,1161,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272320,-1005,-47,-87,700,-6510,1610,-75,-142,1158,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272330,-1006,-47,-84,630,-3360,1470,-69,-151,1149,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272350,-1005,-47,-86,560,-2170,1400,-72,-150,1164,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272370,-1005,-47,-87,560,-2870,1540,-76,-157,1167,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272390,-1006,-47,-87,560,-2940,1540,-81,-159,1158,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272410,-1005,-47,-90,700,-4550,1470,-72,-144,1155,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272430,-1006,-45,-87,-1190,-4340,-770,-67,-153,1156,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272450,-1004,-51,-85,-13860,-3500,-770,-67,-141,1161,998.63,20.7,71.3,,,,,,,,        ,        ,        ,674,
45272470,-1005,-50,-90,-19040,-5530,2590,-70,-129,1159,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272490,-1006,-47,-93,-3780,-4620,1050,-64,-136,1162,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272500,-1006,-47,-87,630,-6230,1470,-69,-135,1162,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272520,-1007,-45,-83,-280,-6860,280,-67,-121,1161,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272540,-1006,-46,-81,420,-4340,-2310,-63,-133,1159,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272560,-1005,-50,-82,-5460,-2940,-1890,-60,-124,1147,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272580,-1005,-49,-82,-14420,-4270,-350,-67,-118,1168,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272600,-1007,-49,-85,-12180,-2100,-1330,-60,-112,1150,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272620,-1005,-54,-92,-9380,-5600,-140,-64,-102,1165,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272640,-1006,-54,-91,5110,-7350,4060,-69,-112,1155,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272660,-1006,-52,-87,20370,-7140,5110,-64,-124,1161,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272670,-1007,-47,-77,19320,-4620,4760,-58,-121,1158,998.60,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272690,-1006,-46,-71,490,-1820,4410,-70,-132,1162,998.60,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272710,-1009,-45,-80,-13580,-5040,1680,-58,-130,1167,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272730,-1006,-46,-85,770,-7630,1610,-70,-124,1156,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272750,-1005,-47,-76,420,-2030,1120,-58,-132,1158,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272770,-1008,-42,-71,-6650,4130,-4480,-64,-120,1159,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272790,-1006,-50,-80,-14980,1680,-1820,-60,-115,1159,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272810,-1004,-57,-94,-11130,-6370,6860,-64,-108,1159,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272830,-1008,-45,-91,1470,-8260,1820,-55,-114,1156,998.75,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272840,-1005,-47,-77,560,-4200,1610,-61,-103,1173,998.75,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272860,-1006,-47,-80,630,-2450,1400,-67,-115,1167,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272880,-1006,-47,-88,490,-2030,1470,-60,-115,1159,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272900,-1007,-47,-87,840,-12880,1890,-57,-111,1156,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272920,-1006,-47,-72,700,-7840,1610,-51,-106,1168,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272940,-1006,-47,-77,630,-3570,1470,-64,-106,1159,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272960,-1007,-47,-77,560,-1470,1470,-64,-114,1158,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45272980,-1007,-48,-81,490,-2100,1610,-57,-105,1156,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273000,-1007,-47,-81,630,-4480,1680,-52,-115,1171,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273010,-1006,-46,-78,560,-2870,1540,-61,-105,1158,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273030,-1007,-47,-81,630,-4410,1540,-54,-108,1168,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273050,-1007,-47,-78,560,-2940,1470,-63,-106,1156,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273070,-1007,-47,-81,560,-3570,1540,-58,-114,1158,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273090,-1006,-47,-79,700,-5110,1540,-54,-106,1155,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273110,-1007,-47,-79,560,-4060,1610,-60,-117,1165,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273130,-1007,-47,-79,630,-4620,1540,-66,-103,1156,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273150,-1006,-47,-75,560,-1540,1400,-55,-108,1161,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273170,-1007,-47,-83,700,-6860,1680,-66,-109,1161,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273180,-1007,-47,-77,630,-6510,1610,-63,-108,1159,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273200,-1007,-47,-75,840,-5320,1400,-55,-112,1168,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273220,-1008,-45,-77,3500,-5740,-630,-54,-114,1158,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273240,-1007,-49,-75,8540,-3220,-980,-57,-118,1158,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273260,-1007,-50,-76,4690,-5880,630,-39,-111,1158,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273280,-1007,-51,-76,1820,-10010,3640,-49,-120,1173,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273300,-1007,-49,-73,3990,-9870,3640,-48,-117,1159,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273320,-1007,-47,-65,7000,-3360,1960,-40,-121,1158,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273330,-1007,-49,-69,4620,700,420,-40,-126,1158,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273350,-1008,-50,-74,700,-1120,2380,-51,-127,1159,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273370,-1008,-50,-75,-2030,-6230,5040,-43,-123,1152,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273390,-1008,-43,-70,840,-7560,2380,-46,-124,1162,998.61,20.7,71.3,,,,,,,,        ,        ,        ,672,
45273410,-1007,-48,-67,560,-2450,1470,-40,-115,1159,998.61,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273430,-1008,-47,-72,560,-1470,1400,-49,-123,1164,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273450,-1008,-47,-74,700,-5810,1610,-48,-126,1164,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273470,-1008,-46,-69,770,-5460,1260,-43,-124,1159,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273490,-1008,-47,-71,3080,-3710,-560,-46,-130,1161,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273510,-1007,-49,-69,3220,-3430,210,-37,-126,1159,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273520,-1008,-47,-68,1540,-1330,-700,-37,-123,1171,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273540,-1007,-51,-73,-6440,-5740,1750,-52,-126,1158,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273560,-1007,-50,-72,-700,-6650,2660,-37,-127,1159,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273580,-1008,-49,-70,4270,-6160,2870,-40,-127,1164,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273600,-1008,-49,-68,4060,-6020,3360,-36,-129,1162,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273620,-1008,-49,-66,1050,-6160,4690,-40,-130,1165,998.61,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273640,-1009,-44,-65,770,-4690,1610,-37,-135,1159,998.58,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273660,-1008,-47,-63,490,-2170,1470,-39,-124,1161,998.58,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273670,-1009,-47,-70,700,-5880,1610,-36,-130,1155,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273690,-1008,-47,-67,700,-7000,1540,-30,-127,1162,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273710,-1009,-47,-66,560,-8470,1470,-36,-118,1165,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273730,-1008,-46,-63,-1540,-9100,1190,-39,-132,1162,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273750,-1008,-47,-61,-70,-7630,1260,-28,-118,1167,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273770,-1010,-45,-57,-3010,-4970,-1260,-40,-121,1158,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273790,-1009,-49,-58,-6020,-4270,-910,-30,-124,1161,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273810,-1008,-51,-61,-7210,-5250,350,-27,-106,1167,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273830,-1009,-51,-63,-5670,-8400,2730,-27,-109,1167,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273840,-1009,-48,-58,4060,-8680,3640,-22,-115,1164,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273860,-1009,-46,-51,6090,-6020,1120,-25,-114,1156,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273880,-1009,-47,-50,280,-4060,-210,-27,-111,1164,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273900,-1009,-49,-53,-2450,-3430,-1050,-16,-121,1162,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273920,-1009,-52,-57,-7560,-7840,630,-18,-114,1164,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273940,-1010,-52,-56,-5530,-13370,3640,-19,-106,1177,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273960,-1010,-46,-47,3990,-11760,2170,-7,-109,1164,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45273980,-1011,-46,-42,7280,-7070,-1470,-4,-115,1167,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274000,-1010,-52,-42,-2240,-7210,-140,-6,-118,1164,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274010,-1009,-54,-46,-4130,-11340,1960,-3,-109,1156,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274030,-1010,-53,-41,-2940,-10990,3150,1,-109,1156,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274050,-1011,-50,-43,-2660,-17150,3080,10,-94,1155,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274070,-1011,-51,-41,7420,-20440,2310,15,-108,1167,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274090,-1013,-46,-29,16800,-16520,-2870,16,-114,1164,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274110,-1010,-54,-15,770,-17430,1540,22,-117,1158,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274130,-1012,-53,-26,1470,-23660,2170,40,-118,1180,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274150,-1012,-52,-13,1330,-25270,2170,49,-126,1161,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274160,-1012,-52,-6,1540,-26390,2030,69,-123,1161,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274180,-1012,-52,4,1540,-24640,2030,70,-115,1165,998.62,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274200,-1011,-52,12,1120,-21420,2100,82,-118,1161,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274220,-1012,-51,22,560,-20860,2800,87,-118,1147,998.63,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274240,-1012,-53,31,-9940,-21280,5670,103,-111,1147,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274260,-1012,-50,33,-14980,-23310,7490,120,-115,1156,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274280,-1016,-48,34,-2940,-19040,6720,126,-106,1155,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274300,-1012,-47,40,70,-19740,2030,129,-103,1158,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274320,-1011,-76,25,-11900,-17220,2170,142,-96,1149,998.66,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274330,-1015,-30,67,-16520,-18410,1960,153,-87,1153,998.66,20.7,71.3,,,,,,,,        ,        ,        ,664,
45274350,-1012,-48,57,-8890,-21840,1750,157,-87,1156,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274370,-1012,-57,62,-16730,-23660,2310,171,-70,1152,998.64,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274390,-1011,-18,98,-12390,-23870,2310,180,-66,1149,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274410,-1012,-46,75,-980,-25410,1890,193,-67,1147,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274430,-1011,-46,89,1750,-27650,1540,201,-64,1134,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274450,-1011,-44,100,4620,-23030,-2100,220,-67,1138,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274470,-1011,-46,106,4550,-20020,-4270,223,-67,1141,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274490,-1010,-53,105,3570,-25060,-770,238,-75,1134,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274500,-1008,-54,112,2450,-31640,2240,252,-55,1140,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274520,-1008,-50,127,5390,-28560,1610,265,-72,1126,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274540,-1008,-51,138,2800,-25620,1820,291,-76,1125,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274560,-1007,-52,139,1120,-31360,3220,295,-78,1125,998.72,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274580,-1005,-55,146,4340,-36330,8400,319,-70,1125,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274600,-1005,-48,161,6650,-37590,7700,337,-70,1125,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274620,-1003,-42,179,350,-34650,2100,357,-72,1117,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274640,-1001,-45,186,1260,-33320,350,372,-76,1111,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274660,-999,-47,202,5110,-32270,-2590,375,-78,1114,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274670,-996,-52,209,3640,-37660,-1260,400,-79,1101,998.73,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274690,-993,-52,219,9870,-44870,1750,420,-85,1102,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274710,-991,-47,243,18620,-45500,770,447,-82,1086,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274730,-990,-45,263,15890,-40250,-3220,465,-91,1087,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274750,-986,-52,263,10710,-33530,-1190,472,-94,1077,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274770,-985,-50,262,13720,-37870,-420,504,-96,1062,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274790,-977,-50,299,11130,-42700,-140,520,-114,1068,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274810,-974,-50,307,3570,-46480,2240,543,-99,1047,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274820,-972,-49,319,3290,-41790,1890,556,-106,1041,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274840,-970,-48,325,8820,-33250,-140,577,-105,1042,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274860,-966,-48,343,11410,-24430,-1120,585,-121,1038,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274880,-964,-50,334,12110,-31080,-770,582,-130,1027,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274900,-960,-49,360,6790,-31850,70,612,-136,1024,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274920,-960,-47,356,9310,-34300,-1050,627,-130,1009,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274940,-957,-47,358,17780,-34720,-2940,639,-136,1014,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274960,-947,-48,397,11830,-28140,-2310,649,-148,1002,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45274980,-949,-48,385,13860,-28140,-2590,658,-142,996,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275000,-943,-49,399,12320,-28000,-1960,676,-159,990,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275010,-940,-48,412,7910,-28280,-490,696,-160,978,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45275030,-938,-49,406,8330,-32970,1330,702,-171,985,998.69,20.7,71.3,,,,,,,,        ,        ,        ,1,
