time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45262490,-5,-31,1043,630,-3570,1540,1500,-58,-492,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262510,-5,-31,1041,560,-3570,1610,1497,-61,-481,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262520,-6,-31,1042,490,-3570,1610,1501,-48,-484,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262540,-5,-30,1042,630,-3570,1610,1494,-54,-483,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262560,-6,-30,1043,560,-3570,1540,1506,-49,-489,998.72,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262580,-5,-31,1043,630,-3570,1540,1509,-55,-486,998.72,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262600,-5,-31,1042,560,-3500,1610,1510,-57,-477,998.74,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262620,-5,-31,1042,630,-3570,1540,1497,-58,-486,998.74,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262640,-6,-31,1043,630,-3500,1610,1500,-61,-486,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262660,-5,-31,1042,560,-3570,1540,1501,-58,-489,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262670,-6,-30,1043,630,-3570,1610,1504,-60,-483,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262690,-6,-31,1042,630,-3570,1610,1495,-57,-489,998.69,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262710,-5,-30,1042,630,-3570,1610,1501,-63,-486,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262730,-6,-31,1042,560,-3570,1610,1503,-51,-490,998.73,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262750,-6,-31,1042,560,-3570,1540,1497,-60,-489,998.75,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262770,-6,-31,1042,560,-3500,1540,1503,-54,-489,998.75,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262790,-6,-31,1042,560,-3500,1610,1506,-52,-484,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262810,-6,-31,1042,560,-3500,1610,1495,-57,-480,998.70,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262830,-6,-31,1042,630,-3570,1610,1507,-57,-478,998.78,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262850,-5,-30,1042,560,-3570,1610,1503,-60,-478,998.78,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262860,-6,-30,1042,630,-3570,1610,1497,-58,-489,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262880,-6,-31,1042,630,-3570,1540,1504,-57,-486,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262900,-5,-30,1042,630,-3500,1540,1506,-54,-477,998.75,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262920,-5,-31,1042,630,-3570,1540,1500,-61,-486,998.75,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262940,-6,-31,1043,560,-3570,1610,1494,-54,-477,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262960,-5,-31,1042,560,-3500,1540,1503,-46,-475,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45262980,-5,-31,1042,560,-3640,1610,1503,-61,-486,998.66,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263000,-6,-30,1042,560,-3570,1610,1504,-54,-484,998.64,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263010,-6,-30,1042,560,-3570,1610,1494,-52,-484,998.64,20.8,71.3,,,,,,,,        ,        ,        ,672,
45263030,-5,-31,1042,560,-3570,1540,1501,-57,-486,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263050,-6,-31,1043,630,-3500,1540,1495,-51,-478,998.71,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263070,-6,-31,1043,630,-3570,1610,1498,-55,-490,998.68,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263090,-5,-31,1042,630,-3570,1610,1498,-60,-481,998.68,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263110,-6,-31,1042,560,-3570,1610,1501,-46,-481,998.63,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263130,-6,-31,1042,560,-3570,1610,1501,-55,-490,998.63,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263150,-5,-30,1042,560,-3500,1610,1500,-61,-483,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263170,-6,-30,1042,560,-3570,1610,1501,-52,-481,998.67,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263180,-5,-31,1042,560,-3570,1610,1497,-57,-487,998.65,20.8,71.3,,,,,,,,        ,        ,        ,1,
45263200,-6,-31,1042,630,-3570,1540,1498,-58,-484,998.65,20.7,71.3,,,,,,,,        ,        ,        ,1,
45263220,-6,-31,1042,630,-3570,1540,1503,-58,-483,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45263240,-6,-31,1042,630,-3570,1610,1507,-57,-492,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263260,-5,-31,1042,560,-3570,1610,1498,-61,-477,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263280,-5,-30,1042,630,-3570,1540,1500,-57,-481,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263300,-5,-31,1042,560,-3500,1610,1498,-52,-471,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263320,-6,-31,1042,630,-3570,1610,1500,-57,-475,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263330,-5,-31,1042,560,-3570,1610,1503,-55,-498,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263350,-6,-31,1041,560,-3570,1610,1501,-55,-478,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263370,-5,-31,1042,560,-3570,1610,1500,-58,-483,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263390,-6,-31,1042,630,-3570,1540,1498,-61,-484,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263410,-6,-31,1043,560,-3570,1610,1501,-61,-478,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263430,-5,-31,1042,630,-3570,1610,1495,-58,-489,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263450,-5,-31,1042,630,-3500,1540,1495,-63,-489,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263470,-5,-31,1042,560,-3570,1540,1506,-55,-489,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263490,-6,-31,1042,560,-3570,1610,1500,-49,-478,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263510,-6,-31,1042,630,-3570,1610,1507,-58,-493,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263520,-6,-31,1042,560,-3640,1540,1500,-57,-483,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263540,-5,-31,1042,560,-3500,1610,1500,-52,-489,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263560,-6,-31,1042,630,-3500,1610,1498,-57,-489,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263580,-6,-30,1042,560,-3500,1610,1503,-69,-486,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263600,-6,-31,1041,630,-3570,1540,1507,-57,-493,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263620,-5,-31,1042,630,-3570,1540,1501,-48,-484,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263640,-5,-31,1042,560,-3570,1610,1504,-54,-483,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263660,-6,-31,1042,630,-3570,1610,1506,-55,-483,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263670,-6,-31,1042,560,-3570,1680,1498,-45,-490,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263690,-5,-31,1042,560,-3570,1610,1510,-55,-484,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263710,-6,-30,1042,560,-3570,1610,1495,-54,-480,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263730,-5,-31,1042,560,-3570,1680,1501,-49,-484,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263750,-5,-30,1042,560,-3570,1610,1497,-55,-489,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263770,-6,-31,1042,630,-3570,1610,1498,-58,-486,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263790,-6,-31,1043,630,-3570,1610,1498,-54,-493,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263810,-6,-31,1042,560,-3570,1610,1504,-60,-478,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263830,-6,-30,1042,560,-3570,1610,1500,-63,-489,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263850,-5,-31,1042,630,-3570,1610,1501,-52,-477,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263860,-6,-31,1042,560,-3570,1610,1506,-60,-493,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263880,-6,-31,1042,630,-3570,1540,1500,-60,-493,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263900,-6,-31,1042,560,-3570,1610,1503,-55,-484,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263920,-5,-31,1041,560,-3570,1610,1494,-60,-481,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263940,-6,-30,1042,560,-3500,1610,1495,-55,-472,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45263960,-5,-30,1042,560,-3500,1540,1494,-45,-490,998.66,20.7,71.2,,,,,,,,        ,        ,        ,673,
45263980,-5,-31,1041,560,-3500,1610,1504,-57,-481,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264000,-5,-31,1042,490,-3570,1610,1504,-55,-484,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264010,-5,-30,1042,630,-3570,1610,1500,-63,-484,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264030,-5,-31,1043,630,-3500,1610,1498,-49,-489,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264050,-5,-31,1042,560,-3640,1540,1498,-60,-483,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264070,-6,-30,1042,560,-3500,1610,1509,-61,-487,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264090,-6,-31,1042,630,-3570,1540,1500,-61,-484,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264110,-6,-30,1042,630,-3640,1610,1500,-63,-490,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264130,-5,-31,1042,490,-3500,1610,1497,-57,-495,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264150,-6,-31,1042,630,-3570,1610,1498,-48,-478,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264170,-6,-31,1042,560,-3570,1610,1506,-49,-489,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45264190,-5,-31,1042,560,-3570,1610,1492,-58,-495,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264200,-5,-31,1042,560,-3570,1610,1494,-60,-486,998.76,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264220,-6,-31,1042,560,-3570,1610,1497,-60,-493,998.76,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264240,-5,-30,1042,560,-3500,1680,1503,-52,-483,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264260,-5,-31,1042,560,-3570,1680,1501,-55,-495,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264280,-6,-31,1043,560,-3570,1610,1494,-57,-489,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264300,-6,-30,1043,560,-3570,1610,1501,-51,-486,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264320,-5,-30,1042,560,-3570,1540,1504,-52,-477,998.67,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264330,-6,-31,1042,560,-3570,1610,1500,-60,-490,998.67,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264350,-5,-31,1042,560,-3500,1610,1510,-55,-483,998.70,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264370,-6,-31,1042,560,-3500,1610,1504,-55,-484,998.70,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264390,-6,-31,1042,630,-3500,1610,1489,-58,-484,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264410,-6,-31,1042,560,-3570,1610,1501,-58,-486,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264430,-6,-31,1042,560,-3500,1540,1498,-54,-481,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264450,-6,-31,1042,630,-3500,1540,1506,-52,-481,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264470,-5,-31,1042,630,-3570,1610,1500,-54,-487,998.67,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264490,-5,-31,1042,560,-3500,1540,1497,-58,-486,998.67,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264510,-6,-30,1042,630,-3570,1610,1503,-61,-486,998.68,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264530,-6,-30,1042,560,-3500,1610,1501,-51,-490,998.68,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264540,-5,-30,1043,560,-3570,1680,1497,-55,-489,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264560,-5,-31,1042,630,-3500,1610,1504,-51,-492,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264580,-5,-30,1042,560,-3570,1610,1497,-55,-486,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264600,-6,-30,1042,630,-3570,1540,1495,-60,-478,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264620,-5,-31,1042,560,-3570,1610,1501,-51,-471,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264640,-5,-30,1042,560,-3570,1540,1501,-52,-480,998.69,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264660,-5,-30,1042,560,-3570,1540,1491,-57,-484,998.68,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264670,-6,-31,1042,560,-3570,1610,1494,-63,-484,998.68,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264690,-5,-30,1042,630,-3500,1680,1492,-61,-487,998.72,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264710,-5,-31,1042,560,-3570,1610,1492,-55,-478,998.72,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264730,-6,-31,1042,560,-3500,1610,1501,-54,-477,998.73,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264750,-5,-30,1042,560,-3570,1610,1504,-58,-483,998.73,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264770,-6,-31,1042,560,-3500,1610,1497,-61,-480,998.72,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264790,-5,-30,1042,630,-3570,1610,1497,-49,-477,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264810,-5,-31,1041,490,-3570,1610,1494,-57,-483,998.74,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264830,-6,-31,1041,630,-3500,1610,1495,-57,-490,998.75,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264850,-5,-31,1042,560,-3570,1610,1504,-60,-486,998.75,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264870,-5,-30,1042,630,-3570,1540,1500,-55,-478,998.73,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264880,-6,-31,1042,560,-3500,1610,1498,-60,-484,998.73,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264900,-6,-30,1042,560,-3570,1610,1494,-54,-486,998.67,20.7,71.0,,,,,,,,        ,        ,        ,672,
45264920,-6,-31,1043,490,-3500,1610,1503,-58,-481,998.67,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264940,-6,-31,1042,630,-3570,1610,1497,-58,-480,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264960,-6,-30,1042,560,-3570,1610,1497,-64,-486,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45264980,-6,-31,1043,560,-3570,1610,1494,-63,-486,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265000,-6,-31,1042,560,-3570,1610,1501,-55,-490,998.65,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265010,-6,-30,1042,630,-3570,1540,1495,-49,-483,998.66,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265030,-5,-31,1042,630,-3500,1540,1498,-66,-483,998.66,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265050,-6,-31,1042,560,-3570,1540,1501,-61,-484,998.62,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265070,-6,-30,1042,560,-3570,1540,1498,-46,-487,998.62,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265090,-5,-31,1042,560,-3500,1610,1497,-55,-483,998.64,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265110,-6,-31,1043,560,-3570,1540,1497,-55,-478,998.64,20.7,71.0,,,,,,,,        ,        ,        ,1,
45265130,-6,-31,1042,630,-3570,1610,1506,-57,-484,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265150,-5,-31,1042,560,-3570,1610,1501,-52,-477,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265170,-6,-30,1042,630,-3570,1610,1501,-48,-484,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265190,-6,-30,1042,560,-3500,1610,1494,-55,-484,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265210,-6,-31,1042,630,-3570,1540,1506,-55,-480,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265220,-5,-31,1042,560,-3570,1540,1498,-63,-480,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265240,-5,-31,1042,630,-3570,1540,1500,-63,-486,998.63,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265260,-5,-31,1042,560,-3500,1610,1500,-64,-492,998.63,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265280,-5,-31,1042,630,-3570,1540,1501,-55,-483,998.58,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265300,-6,-31,1042,560,-3500,1610,1497,-58,-480,998.58,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265320,-6,-30,1042,560,-3570,1540,1501,-55,-483,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265330,-6,-31,1042,560,-3570,1610,1503,-51,-480,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265350,-6,-31,1042,630,-3570,1610,1495,-54,-489,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265370,-6,-31,1042,630,-3570,1540,1498,-60,-489,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265390,-5,-31,1041,560,-3570,1540,1498,-64,-483,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265410,-6,-31,1041,630,-3570,1540,1503,-54,-490,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265430,-6,-30,1042,630,-3500,1610,1495,-60,-483,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265450,-6,-30,1042,630,-3570,1540,1501,-61,-487,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265470,-6,-30,1043,630,-3500,1540,1500,-52,-489,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265490,-6,-31,1042,630,-3570,1540,1504,-54,-490,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265510,-5,-31,1042,630,-3570,1540,1506,-58,-478,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265530,-5,-31,1041,630,-3500,1540,1503,-52,-483,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265540,-5,-31,1042,630,-3500,1610,1507,-57,-487,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265560,-5,-31,1041,560,-3570,1540,1501,-58,-487,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265580,-5,-31,1041,560,-3570,1610,1495,-66,-483,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265600,-6,-31,1042,630,-3570,1540,1494,-58,-484,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265620,-5,-30,1042,630,-3570,1540,1492,-52,-486,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265640,-6,-31,1042,630,-3500,1540,1500,-46,-487,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265660,-5,-31,1042,630,-3570,1540,1500,-60,-477,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265670,-6,-31,1042,630,-3570,1540,1501,-51,-486,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265690,-6,-31,1042,630,-3570,1540,1500,-57,-483,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265710,-5,-31,1042,560,-3570,1610,1507,-45,-492,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265730,-5,-31,1042,560,-3570,1540,1510,-54,-477,998.77,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265750,-6,-31,1043,630,-3500,1610,1501,-51,-483,998.77,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265770,-6,-31,1042,560,-3500,1540,1503,-54,-487,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265790,-5,-31,1042,560,-3500,1610,1500,-51,-480,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265810,-5,-31,1043,560,-3570,1610,1506,-61,-478,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265830,-5,-31,1042,630,-3570,1610,1507,-58,-484,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265850,-6,-31,1042,560,-3570,1680,1506,-60,-486,998.68,20.7,71.2,,,,,,,,        ,        ,        ,672,
45265860,-6,-31,1042,560,-3570,1610,1504,-52,-474,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265880,-5,-31,1043,630,-3500,1680,1500,-57,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265900,-6,-31,1042,630,-3570,1540,1501,-49,-486,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265920,-5,-31,1042,560,-3570,1540,1500,-52,-474,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265940,-5,-31,1042,560,-3570,1610,1500,-54,-486,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265960,-5,-31,1042,630,-3570,1610,1498,-54,-483,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45265980,-6,-31,1042,630,-3570,1610,1504,-52,-480,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266000,-6,-30,1042,560,-3500,1610,1500,-60,-484,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266010,-6,-31,1042,630,-3570,1610,1494,-60,-486,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266030,-5,-31,1042,630,-3500,1540,1498,-54,-487,998.60,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266050,-6,-31,1042,630,-3500,1610,1492,-60,-492,998.60,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266070,-5,-31,1042,560,-3500,1610,1500,-60,-492,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266090,-6,-30,1042,630,-3500,1610,1504,-57,-484,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266110,-5,-31,1042,560,-3500,1540,1497,-48,-483,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266130,-6,-31,1042,630,-3570,1540,1504,-55,-487,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266150,-6,-30,1042,630,-3570,1610,1503,-54,-486,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266170,-5,-31,1042,560,-3570,1540,1503,-58,-486,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266180,-6,-31,1042,630,-3570,1540,1498,-46,-477,998.63,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266200,-5,-31,1042,560,-3570,1540,1500,-57,-480,998.63,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266220,-5,-31,1043,630,-3570,1680,1492,-52,-483,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266240,-6,-31,1042,630,-3500,1610,1500,-55,-475,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266260,-5,-31,1042,630,-3500,1610,1492,-54,-483,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266280,-6,-31,1042,630,-3500,1610,1497,-58,-475,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266300,-5,-31,1043,630,-3570,1610,1506,-63,-486,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266320,-5,-30,1042,560,-3570,1540,1497,-60,-483,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266330,-6,-30,1042,630,-3570,1610,1501,-58,-486,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266350,-5,-31,1042,560,-3500,1610,1498,-52,-489,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266370,-5,-30,1043,560,-3570,1610,1504,-58,-487,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266390,-6,-31,1042,560,-3500,1540,1501,-67,-477,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266410,-5,-30,1043,560,-3500,1610,1498,-51,-480,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266430,-5,-31,1042,630,-3570,1540,1501,-54,-480,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266450,-6,-31,1042,560,-3570,1540,1500,-49,-493,998.75,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266470,-6,-31,1042,630,-3570,1610,1495,-51,-480,998.75,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266490,-6,-31,1042,560,-3570,1540,1501,-55,-480,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266510,-5,-30,1042,630,-3570,1540,1510,-54,-484,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266520,-5,-31,1042,560,-3570,1610,1503,-58,-484,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266540,-6,-30,1042,560,-3570,1540,1504,-60,-472,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266560,-6,-30,1042,630,-3570,1540,1497,-57,-480,998.63,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266580,-6,-31,1043,560,-3570,1680,1494,-49,-483,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266600,-6,-31,1042,630,-3500,1540,1506,-49,-481,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266620,-6,-31,1043,630,-3570,1540,1495,-49,-495,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266640,-6,-31,1043,630,-3570,1610,1507,-58,-487,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45266660,-5,-30,1042,560,-3570,1540,1495,-45,-481,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
